Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,registration_year,owner_type,car_condition,insurance_status,accident_history,city
10445,BMW X1,BMW,X1,9,65000,Dealer,Diesel,Automatic,15.06,1995,177.0,5,850000,2017,First Owner,Fair,Active,No,Mumbai
10446,Maruti Wagon R,Maruti,Wagon R,11,80875,Dealer,Petrol,Manual,18.9,998,67.1,5,250000,2015,First Owner,Excellent,Expired,No,Ahmedabad
10448,Ford Ecosport,Ford,Ecosport,4,35000,Individual,Diesel,Manual,23.0,1498,98.96,5,800000,2022,First Owner,Excellent,Active,No,Pune
10449,Maruti Swift,Maruti,Swift,7,85392,Dealer,Diesel,Manual,28.4,1248,74.0,5,450000,2019,First Owner,Excellent,Active,No,Jaipur
10450,Maruti Ertiga,Maruti,Ertiga,2,45000,Individual,Diesel,Manual,25.47,1248,88.5,7,980000,2024,First Owner,Excellent,Active,No,Kolkata
10453,Maruti Swift,Maruti,Swift,7,54000,Individual,Petrol,Manual,18.6,1197,85.8,5,411000,2019,First Owner,Fair,Active,No,Chennai
10454,Maruti Ertiga,Maruti,Ertiga,6,90000,Individual,Diesel,Manual,20.77,1248,88.76,7,650000,2020,First Owner,Fair,Active,No,Mumbai
10455,Hyundai Venue,Hyundai,Venue,2,10000,Individual,Petrol,Manual,18.27,998,118.35,5,950000,2024,Second Owner,Excellent,Active,No,Pune
10456,Hyundai i10,Hyundai,i10,5,47000,Individual,Petrol,Manual,19.81,1086,68.05,5,370000,2021,First Owner,Excellent,Active,No,Pune
10457,Maruti Wagon R,Maruti,Wagon R,21,120000,Individual,Petrol,Manual,18.9,998,67.1,5,95000,2005,First Owner,Fair,Active,No,Jaipur
10459,Tata Hexa,Tata,Hexa,4,78000,Individual,Diesel,Manual,17.6,2179,153.86,7,1300000,2022,First Owner,Excellent,Active,No,Delhi
10462,Hyundai Grand,Hyundai,Grand,2,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,598000,2024,Third Owner,Good,Expired,No,Lucknow
10463,Tata Altroz,Tata,Altroz,1,3800,Individual,Petrol,Manual,19.05,1199,84.82,5,730000,2025,First Owner,Excellent,Expired,No,Hyderabad
10464,Maruti Ciaz,Maruti,Ciaz,3,10000,Individual,Petrol,Manual,20.73,1373,91.1,5,875000,2023,First Owner,Good,Expired,No,Mumbai
10465,Honda Amaze,Honda,Amaze,2,2000,Individual,Petrol,Manual,19.5,1199,88.76,5,670000,2024,First Owner,Good,Active,No,Kolkata
10467,Maruti Alto,Maruti,Alto,2,20000,Individual,Petrol,Manual,23.95,998,67.05,5,330000,2024,Second Owner,Good,Active,No,Jaipur
10468,Maruti Baleno,Maruti,Baleno,2,5000,Individual,Petrol,Manual,21.4,1197,83.1,5,610000,2024,Third Owner,Poor,Active,No,Lucknow
10469,Maruti Swift Dzire,Maruti,Swift Dzire,4,50907,Dealer,Diesel,Automatic,26.59,1248,74.0,5,680000,2022,First Owner,Good,Active,No,Lucknow
10470,Maruti Swift Dzire,Maruti,Swift Dzire,4,38000,Dealer,Diesel,Manual,26.59,1248,74.0,5,585000,2022,Fourth+ Owner,Excellent,Expired,No,Lucknow
10471,Honda Amaze,Honda,Amaze,7,67000,Dealer,Diesel,Manual,25.8,1498,98.6,5,330000,2019,First Owner,Good,Active,No,Bangalore
10472,Hyundai Verna,Hyundai,Verna,2,9000,Dealer,Diesel,Manual,23.9,1582,126.2,5,950000,2024,First Owner,Fair,Active,No,Delhi
10473,Honda Amaze,Honda,Amaze,6,25000,Individual,Petrol,Manual,18.0,1198,86.7,5,350000,2020,First Owner,Fair,Expired,No,Lucknow
10474,Honda Amaze,Honda,Amaze,3,54000,Dealer,Diesel,Manual,25.8,1498,98.6,5,650000,2023,First Owner,Excellent,Active,No,Hyderabad
10475,Honda WR-V,Honda,WR-V,4,127991,Dealer,Diesel,Manual,25.5,1498,98.6,5,675000,2022,Fourth+ Owner,Good,Active,No,Bangalore
10477,Maruti Ertiga,Maruti,Ertiga,7,26000,Dealer,Petrol,Manual,16.02,1373,93.7,7,530000,2019,First Owner,Good,Active,No,Lucknow
10479,Maruti Swift,Maruti,Swift,13,65123,Dealer,Diesel,Manual,17.8,1248,75.0,5,340000,2013,First Owner,Good,Expired,Yes,Chennai
10480,Mahindra Scorpio,Mahindra,Scorpio,5,112000,Dealer,Diesel,Manual,15.4,2179,120.0,7,900000,2021,First Owner,Excellent,Expired,No,Pune
10481,Maruti Wagon R,Maruti,Wagon R,4,50000,Individual,Petrol,Manual,20.51,998,67.04,5,370000,2022,Third Owner,Excellent,Active,No,Chennai
10482,Maruti Alto,Maruti,Alto,9,61043,Dealer,Petrol,Manual,19.7,796,46.3,5,210000,2017,Second Owner,Fair,Active,No,Jaipur
10483,Hyundai Grand,Hyundai,Grand,4,20000,Dealer,Petrol,Manual,18.9,1197,81.86,5,436000,2022,Third Owner,Excellent,Active,Yes,Bangalore
10484,Maruti Vitara,Maruti,Vitara,4,55000,Individual,Diesel,Manual,24.3,1248,88.5,5,800000,2022,Second Owner,Good,Active,No,Ahmedabad
10486,Maruti Ertiga,Maruti,Ertiga,7,72372,Dealer,Diesel,Manual,20.77,1248,88.8,7,675000,2019,First Owner,Good,Active,No,Bangalore
10487,Honda City,Honda,City,6,38200,Dealer,Petrol,Manual,17.4,1497,117.3,5,589000,2020,Third Owner,Excellent,Active,No,Jaipur
10488,Maruti Baleno,Maruti,Baleno,4,70000,Individual,Petrol,Manual,21.4,1197,83.1,5,625000,2022,First Owner,Good,Active,No,Delhi
10489,Hyundai Grand,Hyundai,Grand,2,10000,Individual,Petrol,Automatic,20.7,1197,81.86,5,650000,2024,Fourth+ Owner,Good,Expired,No,Ahmedabad
10491,Maruti Vitara,Maruti,Vitara,5,120000,Individual,Diesel,Manual,24.3,1248,88.5,5,600000,2021,Third Owner,Good,Active,No,Pune
10492,Volkswagen Polo,Volkswagen,Polo,4,76500,Dealer,Diesel,Manual,20.14,1498,88.0,5,570000,2022,Third Owner,Good,Active,Yes,Kolkata
10493,Ford Figo,Ford,Figo,10,32153,Dealer,Diesel,Manual,20.0,1399,68.0,5,225000,2016,First Owner,Good,Active,No,Hyderabad
10494,Ford Figo,Ford,Figo,10,123000,Individual,Diesel,Manual,20.0,1399,68.0,5,180000,2016,First Owner,Fair,Active,No,Kolkata
10496,Skoda Superb,Skoda,Superb,8,40000,Individual,Petrol,Manual,13.14,1798,160.0,5,430000,2018,Second Owner,Good,Active,Yes,Hyderabad
10499,Tata Harrier,Tata,Harrier,2,16320,Dealer,Diesel,Manual,17.0,1956,167.67,5,1600000,2024,Second Owner,Good,Active,No,Hyderabad
10500,Tata Safari,Tata,Safari,11,120000,Individual,Diesel,Manual,11.57,2179,138.1,7,200000,2015,Third Owner,Excellent,Active,No,Lucknow
10501,Mahindra XUV500,Mahindra,XUV500,6,79000,Dealer,Diesel,Manual,16.0,1997,140.0,7,1150000,2020,First Owner,Excellent,Active,No,Bangalore
10502,Maruti Wagon R,Maruti,Wagon R,15,70000,Individual,Petrol,Manual,14.0,1061,64.0,5,78000,2011,Second Owner,Good,Active,No,Ahmedabad
10503,Maruti Swift,Maruti,Swift,6,25000,Individual,Petrol,Manual,20.4,1197,81.8,5,380000,2020,First Owner,Good,Expired,No,Bangalore
10504,Mahindra Scorpio,Mahindra,Scorpio,10,23000,Individual,Diesel,Manual,15.4,2179,120.0,8,600000,2016,First Owner,Good,Expired,No,Mumbai
10505,Ford Aspire,Ford,Aspire,4,35000,Individual,Petrol,Manual,18.16,1196,86.8,5,475000,2022,First Owner,Excellent,Expired,No,Delhi
10506,Honda City,Honda,City,7,60000,Individual,Petrol,Manual,17.4,1497,117.3,5,500000,2019,First Owner,Excellent,Active,No,Hyderabad
10507,Maruti Wagon R,Maruti,Wagon R,8,16000,Dealer,Petrol,Manual,20.51,998,67.04,5,299000,2018,First Owner,Fair,Active,No,Kolkata
10509,Renault Duster,Renault,Duster,5,37000,Dealer,Diesel,Manual,19.64,1461,108.45,5,565000,2021,Second Owner,Good,Expired,No,Pune
10510,Ford Ecosport,Ford,Ecosport,7,40000,Dealer,Diesel,Manual,22.7,1498,89.84,5,495000,2019,First Owner,Fair,Expired,No,Chennai
10511,Toyota Innova,Toyota,Innova,3,69000,Dealer,Diesel,Manual,13.68,2393,147.8,7,2090000,2023,First Owner,Good,Active,No,Pune
10512,Honda Jazz,Honda,Jazz,12,76000,Dealer,Petrol,Manual,16.7,1198,88.8,5,265000,2014,Fourth+ Owner,Fair,Active,No,Hyderabad
10513,Mahindra Bolero,Mahindra,Bolero,2,20000,Individual,Diesel,Manual,16.5,1493,70.0,7,750000,2024,First Owner,Good,Active,No,Jaipur
10514,Maruti Swift,Maruti,Swift,9,38000,Dealer,Petrol,Manual,18.6,1197,85.8,5,320000,2017,First Owner,Excellent,Active,No,Ahmedabad
10515,Mahindra Bolero,Mahindra,Bolero,5,64172,Dealer,Diesel,Manual,16.5,1493,70.0,7,690000,2021,First Owner,Excellent,Active,Yes,Ahmedabad
10516,Hyundai Verna,Hyundai,Verna,5,53075,Dealer,Petrol,Automatic,17.1,1591,121.4,5,675000,2021,First Owner,Poor,Active,No,Delhi
10517,Tata Nexon,Tata,Nexon,1,3500,Individual,Petrol,Manual,17.0,1198,108.5,5,650000,2025,First Owner,Good,Active,No,Delhi
10518,Maruti Wagon R,Maruti,Wagon R,5,60000,Individual,Petrol,Manual,20.51,998,67.04,5,324000,2021,First Owner,Good,Active,No,Mumbai
10519,Honda Jazz,Honda,Jazz,5,42000,Dealer,Diesel,Manual,27.3,1498,98.6,5,425000,2021,First Owner,Fair,Active,No,Ahmedabad
10520,Maruti Alto,Maruti,Alto,4,36000,Dealer,Petrol,Manual,24.7,796,47.3,5,275000,2022,Third Owner,Excellent,Active,No,Delhi
10521,Hyundai Verna,Hyundai,Verna,5,16300,Individual,Petrol,Manual,17.01,1591,121.3,5,750000,2021,First Owner,Good,Expired,Yes,Bangalore
10522,Tata Nexon,Tata,Nexon,3,26000,Individual,Petrol,Manual,17.0,1198,108.5,5,600000,2023,Second Owner,Good,Active,No,Jaipur
10524,Hyundai Grand,Hyundai,Grand,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,450000,2023,First Owner,Good,Active,Yes,Pune
10525,Renault KWID,Renault,KWID,5,45049,Dealer,Petrol,Manual,25.17,799,53.3,5,320000,2021,First Owner,Good,Active,No,Lucknow
10526,Maruti Alto,Maruti,Alto,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,316000,2021,First Owner,Fair,Expired,No,Lucknow
10528,Ford Ecosport,Ford,Ecosport,2,11800,Individual,Petrol,Manual,17.0,1497,121.31,5,900000,2024,Second Owner,Good,Active,No,Hyderabad
10530,Honda City,Honda,City,4,52000,Individual,Diesel,Manual,25.6,1498,97.9,5,1100000,2022,First Owner,Fair,Active,No,Pune
10531,Hyundai Grand,Hyundai,Grand,5,35000,Individual,Petrol,Manual,18.9,1197,82.0,5,410000,2021,Second Owner,Excellent,Active,No,Delhi
10532,Maruti Baleno,Maruti,Baleno,4,53000,Dealer,Diesel,Manual,27.39,1248,74.0,5,696000,2022,Second Owner,Good,Expired,No,Bangalore
10533,Renault Duster,Renault,Duster,7,125000,Individual,Diesel,Manual,20.45,1461,83.8,5,425000,2019,Second Owner,Excellent,Expired,No,Bangalore
10535,Hyundai i20,Hyundai,i20,9,110000,Individual,Petrol,Manual,17.0,1197,80.0,5,280000,2017,First Owner,Good,Active,No,Pune
10536,Maruti Wagon R,Maruti,Wagon R,3,30000,Individual,Petrol,Manual,20.51,998,67.04,5,390000,2023,First Owner,Excellent,Active,No,Delhi
10537,Ford Ecosport,Ford,Ecosport,5,35000,Individual,Diesel,Manual,22.77,1498,98.59,5,640000,2021,First Owner,Excellent,Active,No,Delhi
10539,Hyundai Creta,Hyundai,Creta,3,40000,Individual,Diesel,Manual,21.38,1396,88.7,5,915000,2023,First Owner,Excellent,Active,No,Ahmedabad
10541,Hyundai i20,Hyundai,i20,9,70000,Dealer,Diesel,Manual,21.9,1396,90.0,5,330000,2017,Second Owner,Excellent,Expired,No,Jaipur
10542,Honda City,Honda,City,6,54700,Dealer,Diesel,Manual,26.0,1498,98.6,5,600000,2020,First Owner,Excellent,Active,No,Jaipur
10543,Ford Ecosport,Ford,Ecosport,3,36000,Dealer,Diesel,Manual,23.0,1498,98.96,5,825000,2023,First Owner,Good,Active,No,Delhi
10544,Honda City,Honda,City,9,55000,Dealer,Petrol,Manual,16.8,1497,116.3,5,379000,2017,Second Owner,Good,Expired,No,Mumbai
10545,Hyundai i10,Hyundai,i10,13,70000,Dealer,Petrol,Manual,19.81,1086,68.05,5,239000,2013,First Owner,Fair,Expired,No,Pune
10546,Tata Safari,Tata,Safari,10,140000,Individual,Diesel,Manual,13.93,2179,138.03,7,215000,2016,First Owner,Good,Active,No,Delhi
10548,Maruti Wagon R,Maruti,Wagon R,3,25000,Individual,Petrol,Manual,20.51,998,67.04,5,400000,2023,Second Owner,Good,Active,No,Lucknow
10549,Ford Endeavour,Ford,Endeavour,5,40000,Individual,Diesel,Automatic,12.62,2198,158.0,7,2150000,2021,Second Owner,Excellent,Active,No,Mumbai
10550,Maruti Swift,Maruti,Swift,2,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,595000,2024,First Owner,Good,Active,No,Ahmedabad
10554,Mahindra Bolero,Mahindra,Bolero,10,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,450000,2016,Second Owner,Good,Expired,No,Hyderabad
10555,Maruti Wagon R,Maruti,Wagon R,11,50000,Individual,Petrol,Manual,18.9,998,67.1,5,260000,2015,Second Owner,Fair,Active,No,Hyderabad
10556,Mahindra Marazzo,Mahindra,Marazzo,1,5000,Individual,Diesel,Manual,17.3,1497,121.0,7,1100000,2025,Second Owner,Poor,Active,Yes,Delhi
10558,BMW 7,BMW,7,6,30000,Individual,Diesel,Automatic,16.46,2993,258.0,5,5500000,2020,First Owner,Excellent,Expired,No,Lucknow
10559,Maruti Swift,Maruti,Swift,8,63589,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000,2018,First Owner,Good,Active,Yes,Delhi
10560,Hyundai i20,Hyundai,i20,6,51000,Individual,Petrol,Manual,18.6,1197,81.83,5,450000,2020,Second Owner,Good,Expired,Yes,Pune
10562,Volkswagen Polo,Volkswagen,Polo,7,59000,Dealer,Diesel,Manual,20.14,1498,88.8,5,495000,2019,Third Owner,Excellent,Active,No,Chennai
10563,Maruti Swift Dzire,Maruti,Swift Dzire,3,60000,Individual,Diesel,Manual,28.4,1248,74.02,5,610000,2023,Third Owner,Fair,Expired,Yes,Ahmedabad
10564,Toyota Innova,Toyota,Innova,12,160000,Individual,Diesel,Manual,12.8,2494,102.0,8,450000,2014,First Owner,Fair,Expired,Yes,Chennai
10565,Mahindra KUV,Mahindra,KUV,5,40000,Individual,Diesel,Manual,25.32,1198,77.0,6,450000,2021,First Owner,Excellent,Active,No,Jaipur
10568,Tata Safari,Tata,Safari,5,64579,Dealer,Diesel,Manual,14.1,2179,148.0,7,875000,2021,First Owner,Good,Active,No,Hyderabad
10569,Hyundai Creta,Hyundai,Creta,6,35000,Individual,Diesel,Manual,19.67,1582,126.2,5,850000,2020,Second Owner,Excellent,Active,No,Lucknow
10570,Audi A4,Audi,A4,10,69000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,925000,2016,Fourth+ Owner,Fair,Expired,No,Hyderabad
10572,Maruti Alto,Maruti,Alto,2,8000,Dealer,Petrol,Manual,22.05,796,47.3,5,335000,2024,First Owner,Good,Active,No,Bangalore
10573,Honda City,Honda,City,5,55055,Dealer,Petrol,Manual,17.8,1497,117.3,5,600000,2021,First Owner,Good,Active,No,Mumbai
10575,Renault KWID,Renault,KWID,2,15000,Individual,Petrol,Manual,25.17,799,53.3,5,375000,2024,First Owner,Good,Active,No,Delhi
10576,Audi A4,Audi,A4,11,74000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1100000,2015,First Owner,Fair,Active,No,Jaipur
10578,BMW X5,BMW,X5,5,47270,Dealer,Diesel,Automatic,15.97,2993,258.0,5,4150000,2021,Second Owner,Excellent,Active,No,Lucknow
10579,Maruti Swift,Maruti,Swift,7,80000,Individual,Diesel,Manual,25.2,1248,74.0,5,400000,2019,First Owner,Good,Active,No,Mumbai
10582,Maruti Swift,Maruti,Swift,5,35000,Individual,Petrol,Manual,20.4,1197,81.8,5,400000,2021,First Owner,Excellent,Active,No,Pune
10583,Datsun RediGO,Datsun,RediGO,3,14000,Dealer,Petrol,Automatic,23.0,999,67.0,5,349000,2023,First Owner,Good,Active,No,Lucknow
10584,Datsun RediGO,Datsun,RediGO,3,25000,Individual,Petrol,Manual,22.7,799,53.64,5,225000,2023,First Owner,Excellent,Expired,Yes,Kolkata
10588,Mahindra KUV,Mahindra,KUV,4,40000,Individual,Petrol,Manual,18.15,1198,82.0,6,500000,2022,Second Owner,Good,Expired,No,Pune
10589,Maruti Ertiga,Maruti,Ertiga,6,58000,Dealer,Diesel,Manual,20.77,1248,88.8,7,750000,2020,Second Owner,Fair,Active,No,Jaipur
10593,Maruti Alto,Maruti,Alto,2,5000,Individual,Petrol,Manual,23.95,998,67.05,5,390000,2024,First Owner,Good,Active,No,Chennai
10594,Maruti Alto,Maruti,Alto,7,50000,Dealer,Petrol,Manual,22.74,796,47.3,5,240000,2019,First Owner,Excellent,Active,No,Hyderabad
10595,Renault Duster,Renault,Duster,4,36000,Dealer,Diesel,Manual,19.87,1461,83.8,5,680000,2022,Second Owner,Excellent,Active,No,Delhi
10596,Toyota Innova,Toyota,Innova,6,51000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1090000,2020,First Owner,Fair,Active,No,Jaipur
10597,Mahindra KUV,Mahindra,KUV,5,15000,Individual,Petrol,Manual,18.15,1198,82.0,5,400000,2021,First Owner,Good,Active,Yes,Lucknow
10599,Maruti Vitara,Maruti,Vitara,4,100000,Individual,Diesel,Manual,24.3,1248,88.5,5,760000,2022,Second Owner,Good,Active,No,Mumbai
10600,Tata Nexon,Tata,Nexon,3,51000,Dealer,Diesel,Manual,21.5,1497,108.5,5,775000,2023,First Owner,Fair,Expired,No,Mumbai
10601,Mahindra Marazzo,Mahindra,Marazzo,2,45800,Dealer,Diesel,Manual,17.3,1497,121.0,7,1050000,2024,Second Owner,Good,Expired,Yes,Lucknow
10602,Maruti Swift Dzire,Maruti,Swift Dzire,2,30000,Dealer,Diesel,Manual,28.4,1248,74.02,5,780000,2024,First Owner,Good,Active,No,Bangalore
10603,Hyundai i20,Hyundai,i20,4,29599,Dealer,Diesel,Manual,21.19,1396,88.73,5,600000,2022,First Owner,Good,Active,No,Bangalore
10604,Volkswagen Vento,Volkswagen,Vento,8,90000,Individual,Petrol,Manual,15.04,1598,103.6,5,375000,2018,First Owner,Excellent,Active,No,Chennai
10607,Maruti Swift,Maruti,Swift,6,79000,Dealer,Diesel,Manual,28.4,1248,74.0,5,525000,2020,First Owner,Good,Active,No,Hyderabad
10608,Hyundai i20,Hyundai,i20,11,100000,Individual,Petrol,Manual,17.0,1197,80.0,5,190000,2015,First Owner,Excellent,Active,No,Hyderabad
10609,BMW 3,BMW,3,6,31000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,2150000,2020,First Owner,Excellent,Active,No,Bangalore
10610,Renault KWID,Renault,KWID,4,25000,Individual,Petrol,Manual,23.01,999,67.0,5,285000,2022,First Owner,Fair,Active,No,Hyderabad
10611,Hyundai Verna,Hyundai,Verna,8,38000,Individual,Petrol,Manual,17.01,1591,121.3,5,450000,2018,First Owner,Good,Active,No,Mumbai
10613,Tata Tiago,Tata,Tiago,3,60000,Individual,Diesel,Manual,27.28,1047,69.0,5,375000,2023,First Owner,Excellent,Active,No,Ahmedabad
10614,Hyundai i20,Hyundai,i20,6,80000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000,2020,Third Owner,Fair,Expired,No,Kolkata
10617,Honda WR-V,Honda,WR-V,3,15299,Dealer,Diesel,Manual,25.5,1498,98.6,5,800000,2023,First Owner,Excellent,Active,No,Pune
10618,Honda Jazz,Honda,Jazz,4,25428,Dealer,Petrol,Manual,18.7,1199,88.7,5,520000,2022,Second Owner,Excellent,Active,No,Chennai
10619,Maruti Wagon R,Maruti,Wagon R,9,37000,Individual,Petrol,Manual,18.9,998,67.1,5,250000,2017,Second Owner,Excellent,Active,Yes,Bangalore
10620,Mahindra XUV300,Mahindra,XUV300,2,15000,Individual,Petrol,Manual,17.0,1197,110.0,5,1050000,2024,Third Owner,Good,Active,No,Lucknow
10622,Honda City,Honda,City,3,11000,Individual,Petrol,Manual,17.14,1497,117.6,5,1100000,2023,First Owner,Good,Active,No,Mumbai
10623,Datsun GO,Datsun,GO,2,30000,Individual,Petrol,Automatic,19.59,1198,76.43,5,550000,2024,First Owner,Fair,Active,No,Hyderabad
10625,Mahindra KUV100,Mahindra,KUV100,3,16000,Individual,Petrol,Manual,18.15,1198,82.0,6,480000,2023,Second Owner,Fair,Expired,No,Bangalore
10626,Hyundai Verna,Hyundai,Verna,2,45000,Dealer,Diesel,Manual,22.0,1582,126.2,5,1150000,2024,First Owner,Excellent,Active,No,Ahmedabad
10627,Renault Duster,Renault,Duster,7,90000,Individual,Diesel,Manual,20.45,1461,83.8,5,500000,2019,First Owner,Excellent,Active,No,Bangalore
10628,Tata Nexon,Tata,Nexon,3,10000,Individual,Petrol,Manual,17.0,1198,108.5,5,685000,2023,Second Owner,Good,Active,No,Delhi
10630,Ford Figo,Ford,Figo,10,46132,Dealer,Petrol,Manual,15.6,1196,70.0,5,139000,2016,First Owner,Fair,Expired,No,Jaipur
10632,Maruti Alto,Maruti,Alto,6,40000,Individual,Petrol,Manual,23.95,998,67.05,5,250000,2020,First Owner,Fair,Active,No,Hyderabad
10633,Hyundai Verna,Hyundai,Verna,8,60000,Individual,Diesel,Manual,22.32,1582,126.32,5,450000,2018,Third Owner,Excellent,Expired,No,Delhi
10634,Honda Amaze,Honda,Amaze,5,56348,Dealer,Petrol,Manual,17.8,1198,86.7,5,400000,2021,First Owner,Excellent,Active,No,Kolkata
10636,Mahindra KUV,Mahindra,KUV,5,15000,Individual,Petrol,Manual,18.15,1198,82.0,5,420000,2021,First Owner,Excellent,Expired,No,Hyderabad
10637,Maruti Swift,Maruti,Swift,7,64000,Dealer,Diesel,Manual,28.4,1248,74.0,5,440000,2019,Fourth+ Owner,Poor,Active,No,Mumbai
10638,Honda Amaze,Honda,Amaze,2,5000,Individual,Petrol,Automatic,19.0,1199,88.76,5,800000,2024,First Owner,Good,Active,No,Mumbai
10640,Renault KWID,Renault,KWID,3,12000,Individual,Petrol,Manual,25.17,799,53.3,5,330000,2023,First Owner,Good,Active,No,Hyderabad
10641,Renault KWID,Renault,KWID,4,9748,Individual,Petrol,Manual,23.01,999,67.0,5,350000,2022,Second Owner,Good,Active,No,Kolkata
10642,Honda Jazz,Honda,Jazz,5,48731,Dealer,Petrol,Manual,18.7,1199,88.7,5,650000,2021,Second Owner,Fair,Active,No,Bangalore
10643,Mahindra Scorpio,Mahindra,Scorpio,7,100000,Dealer,Diesel,Manual,12.05,2179,120.0,8,590000,2019,Third Owner,Excellent,Active,No,Kolkata
10645,Honda City,Honda,City,5,27000,Dealer,Petrol,Manual,17.0,1497,118.0,5,775000,2021,First Owner,Poor,Active,Yes,Ahmedabad
10646,Tata Tiago,Tata,Tiago,3,25000,Individual,Petrol,Manual,23.84,1199,84.0,5,450000,2023,First Owner,Excellent,Active,No,Bangalore
10647,Mahindra XUV500,Mahindra,XUV500,6,30000,Individual,Diesel,Manual,15.1,2179,140.0,7,820000,2020,Third Owner,Good,Expired,No,Lucknow
10648,Hyundai Verna,Hyundai,Verna,5,70000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,800000,2021,First Owner,Good,Expired,No,Bangalore
10649,Maruti Ciaz,Maruti,Ciaz,6,40000,Individual,Diesel,Manual,26.21,1248,88.5,5,549000,2020,Second Owner,Good,Active,No,Delhi
10650,Hyundai Venue,Hyundai,Venue,1,2600,Individual,Petrol,Manual,18.27,998,118.35,5,950000,2025,First Owner,Excellent,Active,Yes,Ahmedabad
10651,Ford Ecosport,Ford,Ecosport,7,80000,Dealer,Diesel,Manual,22.7,1498,89.84,5,525000,2019,First Owner,Excellent,Expired,No,Chennai
10652,Maruti Swift Dzire,Maruti,Swift Dzire,10,85000,Dealer,Petrol,Manual,19.0,1197,85.8,5,225000,2016,Third Owner,Good,Active,No,Pune
10653,Ford Aspire,Ford,Aspire,6,79661,Dealer,Diesel,Manual,25.83,1498,99.0,5,570000,2020,First Owner,Good,Active,Yes,Chennai
10654,Hyundai i10,Hyundai,i10,9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,290000,2017,First Owner,Excellent,Active,No,Bangalore
10655,Ford Ecosport,Ford,Ecosport,8,34000,Dealer,Petrol,Manual,18.88,999,123.37,5,550000,2018,First Owner,Excellent,Active,No,Mumbai
10656,Honda City,Honda,City,10,84470,Dealer,Petrol,Manual,16.8,1497,116.4,5,425000,2016,First Owner,Good,Expired,Yes,Kolkata
10657,Hyundai i20,Hyundai,i20,3,25656,Individual,Petrol,Manual,17.19,1197,81.86,5,650000,2023,Second Owner,Excellent,Active,No,Delhi
10658,Hyundai Grand,Hyundai,Grand,4,73000,Individual,Diesel,Manual,24.0,1186,73.97,5,375000,2022,First Owner,Excellent,Active,Yes,Pune
10661,Maruti Swift Dzire,Maruti,Swift Dzire,11,100000,Individual,Diesel,Manual,19.3,1248,73.9,5,200000,2015,First Owner,Good,Active,No,Mumbai
10662,Hyundai Grand,Hyundai,Grand,1,1000,Individual,Petrol,Manual,18.9,1197,81.86,5,636000,2025,Second Owner,Fair,Active,No,Delhi
10663,Honda City,Honda,City,6,46046,Dealer,Petrol,Manual,17.4,1497,117.3,5,625000,2020,First Owner,Good,Active,No,Chennai
10664,Hyundai i10,Hyundai,i10,6,54111,Dealer,Petrol,Manual,19.81,1086,68.05,5,299000,2020,First Owner,Good,Active,No,Kolkata
10666,Honda Jazz,Honda,Jazz,6,40000,Dealer,Petrol,Manual,18.7,1199,88.7,5,495000,2020,First Owner,Poor,Active,No,Bangalore
10668,Honda City,Honda,City,4,80000,Individual,Diesel,Manual,26.0,1498,98.6,5,700000,2022,First Owner,Good,Active,No,Kolkata
10669,Maruti Swift Dzire,Maruti,Swift Dzire,4,10000,Individual,Petrol,Automatic,22.0,1197,81.8,5,630000,2022,Fourth+ Owner,Fair,Active,No,Pune
10670,Hyundai Grand,Hyundai,Grand,3,58072,Dealer,Diesel,Manual,24.0,1186,73.97,5,490000,2023,First Owner,Good,Expired,No,Kolkata
10671,Toyota Fortuner,Toyota,Fortuner,2,1677,Dealer,Diesel,Manual,12.55,2982,168.5,7,2950000,2024,First Owner,Excellent,Active,No,Ahmedabad
10672,Mahindra Bolero,Mahindra,Bolero,2,40000,Individual,Diesel,Manual,16.5,1493,70.0,7,700000,2024,Second Owner,Fair,Active,No,Chennai
10673,Hyundai Creta,Hyundai,Creta,3,73185,Dealer,Diesel,Manual,19.67,1582,126.2,5,1350000,2023,First Owner,Excellent,Active,No,Kolkata
10675,Maruti Swift,Maruti,Swift,7,89000,Individual,Diesel,Manual,25.2,1248,74.0,5,350000,2019,Fourth+ Owner,Good,Active,Yes,Chennai
10676,Maruti Swift Dzire,Maruti,Swift Dzire,2,10000,Individual,Petrol,Automatic,21.21,1197,81.8,5,710000,2024,First Owner,Fair,Active,No,Ahmedabad
10677,Mahindra Bolero,Mahindra,Bolero,8,200000,Individual,Diesel,Manual,15.96,2523,62.1,7,360000,2018,Third Owner,Excellent,Active,No,Ahmedabad
